Date,Average humidity (%),Rainfall for month (in),Maximum rain per minute,Maximum humidity (%),Minimum humidity (%)
2013/9/20,71,0.11,0,94,30
2013/9/21,49,0.11,0,91,17
2013/9/22,72,0.35,0,94,40
2013/9/23,52,0.48,0,93,33
2013/9/24,31,0.48,0,58,10
2013/9/25,20,0.48,0,44,13
2013/9/26,63,0.48,0,89,41
2013/9/27,78,0.56,0,93,41
2013/9/28,36,0.56,0,51,28
2013/9/29,24,0.56,0,40,19
2013/10/1,52,0,0,87,31
2013/10/2,59,0,0,91,16
2013/10/3,70,0.23,0,93,24
2013/10/4,67,0.43,0,93,36
2013/10/5,28,0.43,0,47,15
2013/10/6,35,0.43,0,64,16
2013/10/7,21,0.43,0,43,10
2013/10/8,25,0.43,0,65,13
2013/10/9,54,0.43,0,82,30
2013/10/10,70,0.5,0,90,45
2013/10/11,51,0.5,0,63,37
2013/10/12,71,0.5,0,91,28
2013/10/13,70,0.51,0,91,29
2013/10/14,64,0.53,0,90,38
2013/10/15,81,0.53,0,89,60
2013/10/16,51,0.54,0,88,23
2013/10/17,56,0.54,0,89,29
2013/10/18,60,0.68,0,90,31
2013/10/19,32,0.68,0,44,22
2013/10/20,60,0.7,0,91,31
2013/10/21,59,0.74,0,90,30
2013/10/22,33,0.74,0,43,24
2013/10/23,41,0.74,0,81,18
2013/10/24,64,0.74,0,90,22
2013/10/25,57,0.75,0,86,17
2013/10/26,62,0.75,0,84,27
2013/10/27,32,0.75,0,60,20
2013/10/28,80,0.75,0,91,59
2013/10/29,76,0.77,0,91,26
2013/10/30,55,0.81,0,93,35
2013/10/31,44,0.81,0,60,33
2013/11/1,46,0,0,70,27
2013/11/2,19,0,0,38,7
2013/11/3,27,0,0,69,7
2013/11/4,50,0,0,70,34
2013/11/5,40,0,0,84,20
2013/11/6,40,0,0,54,31
2013/11/7,35,0,0,49,23
2013/11/8,25,0,0,39,19
2013/11/9,39,0,0,73,22
2013/11/10,33,0,0,74,16
2013/11/11,45,0,0,87,15
2013/11/12,57,0,0,88,15
2013/11/13,20,0,0,35,12
2013/11/14,32,0,0,57,18
2013/11/15,40,0,0,84,18
2013/11/16,55,0,0,86,32
2013/11/17,46,0,0,84,29
2013/11/18,35,0,0,58,14
2013/11/19,36,0,0,69,16
2013/11/20,45,0,0,76,28
2013/11/21,79,0,0,86,69
2013/11/22,81,0.1,0,88,74
2013/11/23,79,0.2,0,86,64
2013/11/24,74,0.26,0,90,22
2013/11/25,58,0.26,0,83,35
2013/11/26,61,0.26,0,84,26
2013/11/27,36,0.26,0,70,21
2013/11/28,66,0.26,0,82,27
2013/11/29,38,0.26,0,77,26
2013/11/30,34,0.26,0,45,24
2013/12/1,43,0,0,59,28
2013/12/2,51,0,0,64,44
2013/12/3,64,0,0,83,43
2013/12/4,75,0,0,78,68
2013/12/5,71,0.09,0,75,67
2013/12/6,71,0.09,0,74,68
2013/12/7,72,0.09,0,75,66
2013/12/8,57,0.09,0,81,33
2013/12/9,47,0.1,0,75,26
2013/12/10,44,0.1,0,54,38
2013/12/11,32,0.1,0,73,17
2013/12/12,17,0.1,0,23,12
2013/12/13,30,0.1,0,45,15
2013/12/14,38,0.1,0,56,25
2013/12/15,36,0.1,0,50,24
2013/12/16,29,0.1,0,38,20
2013/12/17,23,0.1,0,28,17
2013/12/18,20,0.1,0,28,15
2013/12/19,46,0.1,0,86,21
2013/12/20,59,0.1,0,88,30
2013/12/21,61,0.1,0,85,29
2013/12/22,58,0.1,0,83,34
2013/12/23,57,0.1,0,83,34
2013/12/24,51,0.1,0,85,34
2013/12/25,30,0.1,0,45,22
2013/12/26,27,0.1,0,45,18
2013/12/27,42,0.1,0,72,24
2013/12/28,52,0.1,0,85,24
2013/12/29,59,0.17,0,85,25
2013/12/30,39,0.17,0,52,28
2013/12/31,45,0.17,0,58,34
2014/1/1,57,0,0,88,33
2014/1/2,30,0,0,70,19
2014/1/3,30,0,0,64,20
2014/1/4,80,0,0,87,64
2014/1/5,71,0.01,0,78,56
2014/1/6,40,0.03,0,90,30
2014/1/7,35,0.03,0,67,20
2014/1/8,54,0.03,0,78,35
2014/1/9,47,0.03,0,84,36
2014/1/10,47,0.03,0,64,36
2014/1/11,42,0.03,0,52,35
2014/1/12,50,0.03,0,87,35
2014/1/13,44,0.03,0,50,37
2014/1/14,39,0.03,0,48,28
2014/1/15,36,0.03,0,49,22
2014/1/16,25,0.03,0,42,18
2014/1/17,32,0.03,0,45,24
2014/1/18,23,0.03,0,32,13
2014/1/19,25,0.03,0,28,20
2014/1/20,22,0.03,0,29,12
2014/1/21,9,0.03,0,75,5
2014/1/22,80,0.03,0,83,75
2014/1/23,65,0.09,0,83,15
2014/1/24,18,0.09,0,28,11
2014/1/25,26,0.09,0,34,19
2014/1/26,43,0.09,0,80,20
2014/1/27,78,0.09,0,80,74
2014/1/28,45,0.27,0,76,20
2014/1/29,44,0.27,0,74,22
2014/1/30,74,0.27,0,89,57
2014/1/31,84,0.38,0,87,79
2014/2/1,79,0.04,0,87,71
2014/2/2,56,0.09,0,81,27
2014/2/3,52,0.1,0,81,31
2014/2/4,74,0.1,0,80,65
2014/2/5,66,0.13,0,71,60
2014/2/6,64,0.13,0,73,44
2014/2/7,56,0.15,0,78,39
2014/2/8,60,0.16,0,88,42
2014/2/9,76,0.27,0,89,49
2014/2/10,66,0.29,0,86,31
2014/2/11,43,0.29,0,85,31
2014/2/12,48,0.29,0,72,35
2014/2/13,51,0.29,0,76,36
2014/2/14,38,0.3,0,61,14
2014/2/15,37,0.31,0,67,26
2014/2/16,45,0.31,0,90,24
2014/2/17,27,0.31,0,51,17
2014/2/18,26,0.31,0,54,15
2014/2/19,37,0.31,0,87,19
2014/2/20,36,0.31,0,50,27
2014/2/21,41,0.31,0,61,27
2014/2/22,56,0.31,0,81,31
2014/2/23,44,0.31,0,84,24
2014/2/24,24,0.31,0,28,19
2014/2/25,76,0.31,0,77,23
2014/2/26,35,0.37,0,82,12
2014/2/27,42,0.37,0,60,24
2014/2/28,46,0.37,0,67,31
2014/3/1,74,0.06,0,87,50
2014/3/2,54,0.08,0,82,34
2014/3/3,44,0.08,0,75,25
2014/3/4,53,0.08,0,91,25
2014/3/5,54,0.17,0,91,23
2014/3/6,27,0.17,0,39,16
2014/3/7,79,0.3,0,91,39
2014/3/8,63,0.39,0,90,27
2014/3/9,16,0.39,0,28,9
2014/3/10,16,0.39,0,25,9
2014/3/11,51,0.39,0,77,18
2014/3/12,42,0.39,0,77,9
2014/3/13,21,0.39,0,47,14
2014/3/14,25,0.39,0,48,13
2014/3/15,44,0.39,0,79,23
2014/3/16,30,0.39,0,43,16
2014/3/17,32,0.39,0,79,17
2014/3/18,44,0.39,0,69,25
2014/3/19,37,0.39,0,76,18
2014/3/20,18,0.39,0,27,12
2014/3/21,38,0.39,0,73,15
2014/3/22,82,0.39,0,85,69
2014/3/23,45,0.44,0,87,16
2014/3/24,54,0.44,0,83,19
2014/3/25,47,0.44,0,87,11
2014/3/26,36,0.44,0,81,18
2014/3/27,51,0.44,0,90,16
2014/3/28,43,0.46,0,84,25
2014/3/29,25,0.46,0,35,18
2014/3/30,31,0.47,0,86,16
2014/3/31,39,0.47,0,69,19
2014/4/1,59,0,0,87,32
2014/4/2,63,0,0,86,24
2014/4/3,59,0.05,0,89,26
2014/4/4,45,0.05,0,78,22
2014/4/5,51,0.05,0,87,23
2014/4/6,52,0.05,0,88,17
2014/4/7,53,0.08,0,87,23
2014/4/8,32,0.08,0,51,16
2014/4/9,23,0.08,0,36,14
2014/4/10,32,0.08,0,60,17
2014/4/11,37,0.08,0,76,11
2014/4/12,26,0.11,0,76,13
2014/4/13,85,0.17,0,91,76
2014/4/14,53,0.35,0,81,26
2014/4/15,28,0.37,0,38,20
2014/4/16,43,0.37,0,84,14
2014/4/21,54,0.37,0,73,20
2014/4/22,53,0.37,0,85,20
2014/4/23,35,0.37,0,68,24
2014/4/24,25,0.37,0,32,16
2014/4/25,28,0.37,0,50,14
2014/4/26,32,0.37,0,60,14
2014/4/27,41,0.37,0,50,36
2014/4/28,34,0.37,0,48,17
2014/4/29,41,0.37,0,75,27
2014/4/30,37,0.37,0,54,22
2014/5/1,27,0,0,47,11
2014/5/2,27,0,0,44,17
2014/5/3,21,0,0,42,9
2014/5/4,18,0,0,38,7
2014/5/5,19,0,0,38,8
2014/5/6,23,0,0,59,11
2014/5/7,65,0.25,0,88,21
2014/5/8,72,0.28,0,92,35
2014/5/9,53,0.29,0,87,30
2014/5/10,58,0.35,0,88,34
2014/5/11,90,0.78,0,93,85
2014/5/12,75,0.99,0,89,57
2014/5/13,58,1.06,0,83,31
2014/5/14,44,1.06,0,72,21
2014/5/15,63,1.06,0,86,33
2014/5/16,60,1.23,0,90,22
2014/5/17,68,1.28,0,94,26
2014/5/18,44,1.28,0,92,13
2014/5/19,34,1.28,0,68,11
2014/5/20,62,1.28,0,81,45
2014/5/21,74,1.34,0,89,48
2014/5/22,69,1.34,0,89,22
2014/5/23,73,1.45,0,92,37
2014/5/24,78,1.76,0,94,54
2014/5/25,81,2.04,0,93,47
2014/5/28,65,2.04,0,72,46
2014/5/29,55,2.06,0,80,19
2014/5/30,78,2.33,0,92,46
2014/5/31,59,2.33,0,93,22
2014/6/1,44,0,0,87,13
2014/6/2,55,0,0,86,12
2014/6/3,35,0,0,76,11
2014/6/4,39,0,0,62,17
2014/6/5,58,0,0,85,22
2014/6/6,59,0.02,0,92,17
2014/6/7,78,0.02,0,92,48
2014/6/8,75,0.04,0,93,48
2014/6/9,40,0.04,0,76,17
2014/6/10,36,0.04,0,78,11
2014/6/11,51,0.12,0,89,18
2014/6/12,76,0.12,0,94,57
2014/6/13,44,0.12,0,93,10
2014/6/14,43,0.12,0,76,15
2014/6/15,43,0.12,0,80,15
2014/6/16,30,0.12,0,72,12
2014/6/17,30,0.12,0,68,15
2014/6/18,42,0.12,0,84,20
2014/6/19,37,0.12,0,89,12
2014/6/20,38,0.12,0,77,9
2014/6/21,44,0.12,0,71,17
2014/6/22,47,0.12,0,77,17
2014/6/23,66,0.12,0,91,35
2014/6/24,65,0.12,0,92,41
2014/6/25,52,0.12,0,88,13
2014/6/26,39,0.12,0,91,11
2014/6/27,34,0.12,0,60,21
2014/6/28,32,0.12,0,69,15
2014/6/29,30,0.12,0,68,12
2014/6/30,32,0.12,0,64,11
2014/7/1,49,0,0,77,33
2014/7/2,53,0,0,76,36
2014/7/3,54,0.13,0,90,17
2014/7/4,54,0.24,0,87,18
2014/7/5,47,0.25,0,92,16
2014/7/6,37,0.25,0,67,13
2014/7/7,46,0.37,0,90,9
2014/7/8,67,0.38,0,87,43
2014/7/9,49,0.38,0,90,15
2014/7/10,32,0.4,0,80,17
2014/7/11,58,0.49,0,89,28
2014/7/12,79,1.44,0,91,51
2014/7/13,75,1.66,0,94,44
2014/7/14,72,1.73,0,95,36
2014/7/15,74,1.92,0,93,49
2014/7/16,84,2.19,0,94,51
2014/7/17,78,2.2,0,95,57
2014/7/18,58,2.21,0,94,21
2014/7/19,44,2.21,0,83,12
2014/7/20,41,2.21,0,74,15
2014/7/21,39,2.21,0,65,17
2014/7/22,45,2.21,0,73,12
2014/7/23,63,2.26,0,87,33
2014/7/24,35,2.26,0,64,24
2014/7/25,39,2.39,0,85,20
2014/7/26,46,2.45,0,79,27
2014/7/27,74,2.62,0,91,54
2014/7/28,72,2.64,0,95,36
2014/7/29,83,3.08,0,93,48
2014/7/30,58,4,0,95,9
2014/7/31,71,4,0,92,44
2014/8/1,55,0,0,82,40
2014/8/2,43,0,0,91,20
2014/8/3,56,0,0,89,25
2014/8/4,65,0.05,0,86,31
2014/8/5,74,0.16,0,89,34
2014/8/6,51,0.16,0,85,15
2014/8/7,62,0.2,0,88,28
2014/8/8,56,0.2,0,91,22
2014/8/9,57,0.2,0,89,20
2014/8/10,71,0.31,0,91,50
2014/8/11,59,0.32,0,94,27
2014/8/12,51,0.32,0,88,19
2014/8/13,59,0.37,0,81,26
2014/8/14,61,0.38,0,81,36
2014/8/15,48,0.38,0,76,27
2014/8/16,34,0.38,0,57,14
2014/8/17,40,0.38,0,74,10
2014/8/18,44,0.38,0,76,13
2014/8/19,49,0.38,0,86,20
2014/8/20,44,0.38,0,72,24
2014/8/21,43,0.38,0,60,22
2014/8/22,71,0.44,0,91,44
2014/8/23,56,0.53,0,93,32
2014/8/24,36,0.53,0,62,20
2014/8/25,64,0.6,0,90,36
2014/8/26,71,0.6,0,93,26
2014/8/27,63,0.68,0,92,28
2014/8/28,51,0.68,0,67,34
2014/8/29,53,0.68,0,82,25
2014/8/30,60,0.73,0,90,21
2014/8/31,63,0.79,0,92,27
2014/9/1,50,0,0,92,19
2014/9/2,44,0,0,84,13
2014/9/3,38,0,0,78,11
2014/9/4,51,0.09,0,91,27
2014/9/5,88,0.2,0,92,70
2014/9/6,74,0.2,0,95,42
2014/9/7,57,0.21,0,93,15
2014/9/8,56,0.21,0,82,27
2014/9/9,64,0.35,0,92,40
2014/9/10,63,0.49,0,94,23
2014/9/11,79,0.52,0,92,55
2014/9/12,78,0.53,0,90,45
2014/9/13,44,0.53,0,89,13
2014/9/14,52,0.53,0,91,15
2014/9/15,62,0.53,0,87,35
2014/9/16,50,0.53,0,87,14
2014/9/17,52,0.54,0,77,14
2014/9/20,46,0.54,0,67,25
2014/9/21,60,0.54,0,83,41
2014/9/22,70,0.69,0,91,32
2014/9/23,55,0.7,0,91,28
2014/9/24,51,0.7,0,78,21
2014/9/25,52,0.7,0,89,21
2014/9/26,48,0.7,0,85,17
2014/9/27,48,0.7,0,82,21
2014/9/28,73,1.03,0,93,50
2014/9/29,79,1.13,0,94,56
2014/9/30,51,1.13,0,64,37
2014/10/1,60,0.15,0,89,38
2014/10/2,39,0.16,0,80,27
2014/10/3,43,0.16,0,86,15
2014/10/4,25,0.16,0,33,15
2014/10/5,32,0.16,0,46,17
2014/10/6,27,0.16,0,28,22
2014/10/7,31,0.16,0,62,18
2014/10/8,49,0.16,0,74,15
2014/10/9,76,0.73,0,92,54
2014/10/10,83,0.74,0,94,57
2014/10/11,55,0.74,0,93,23
2014/10/12,50,0.75,0,76,31
2014/10/13,41,0.75,0,70,23
2014/10/14,38,0.75,0,70,11
2014/10/15,22,0.75,0,76,7
2014/10/16,34,0.75,0,76,17
2014/10/17,64,0.75,0,91,28
2014/10/18,57,0.75,0,91,19
2014/10/19,54,0.75,0,82,23
2014/10/20,56,0.75,0,89,20
2014/10/21,54,0.75,0,83,24
2014/10/22,50,0.75,0,67,29
2014/10/23,36,0.75,0,52,23
2014/10/24,27,0.75,0,50,12
2014/10/25,21,0.75,0,50,6
2014/10/26,31,0.81,0,81,16
2014/10/27,50,0.86,0,86,23
2014/10/28,22,0.86,0,34,12
2014/10/29,22,0.86,0,28,17
2014/10/30,43,0.86,0,76,27
2014/10/31,67,0.86,0,89,30
2014/11/1,37,0,0,78,20
2014/11/2,47,0,0,86,22
2014/11/3,78,0.13,0,91,47
2014/11/4,33,0.14,0,62,14
2014/11/5,39,0.14,0,74,17
2014/11/6,40,0.14,0,82,14
2014/11/7,34,0.23,0,90,15
2014/11/8,46,0.25,0,94,8
2014/11/9,22,0.25,0,26,16
2014/11/10,58,0.25,0,89,23
2014/11/11,72,0.25,0,78,65
2014/11/12,69,0.25,0,72,64
2014/11/13,71,0.28,0,86,62
2014/11/14,50,0.29,0,72,38
2014/11/15,72,0.29,0,84,53
2014/11/16,45,0.3,0,76,23
2014/11/17,23,0.3,0,37,16
2014/11/18,31,0.3,0,42,22
2014/11/19,25,0.3,0,30,18
2014/11/20,25,0.3,0,41,16
2014/11/21,36,0.3,0,54,26
2014/11/22,38,0.3,0,73,25
2014/11/23,40,0.3,0,68,26
2014/11/24,44,0.3,0,75,27
2014/11/25,51,0.3,0,76,32
2014/11/26,50,0.3,0,68,35
2014/11/27,26,0.3,0,39,19
2014/11/28,18,0.3,0,23,14
2014/11/29,18,0.3,0,23,13
2014/11/30,43,0.3,0,83,21
2014/12/1,59,0.05,0,84,34
2014/12/2,32,0.05,0,49,19
2014/12/3,51,0.05,0,67,38
2014/12/4,42,0.05,0,55,34
2014/12/5,47,0.05,0,73,24
2014/12/6,54,0.05,0,78,20
2014/12/7,34,0.05,0,43,24
2014/12/8,32,0.05,0,53,10
2014/12/9,20,0.05,0,49,8
2014/12/10,29,0.05,0,61,16
2014/12/11,41,0.05,0,75,9
2014/12/12,28,0.05,0,56,9
2014/12/13,38,0.05,0,64,18
2014/12/14,73,0.13,0,90,47
2014/12/15,42,0.13,0,50,31
2014/12/16,50,0.14,0,63,31
2014/12/17,65,0.14,0,86,39
2014/12/18,59,0.15,0,86,33
2014/12/19,39,0.15,0,45,28
2014/12/20,46,0.15,0,61,30
2014/12/21,63,0.15,0,90,44
2014/12/22,61,0.19,0,87,41
2014/12/23,40,0.2,0,60,28
2014/12/24,38,0.2,0,54,24
2014/12/25,66,0.21,0,88,40
2014/12/26,79,0.22,0,82,75
2014/12/27,52,0.22,0,80,32
2014/12/28,45,0.22,0,68,26
2014/12/29,73,0.22,0,79,65
2014/12/30,67,0.22,0,71,62
2014/12/31,61,0.26,0,76,32
2015/1/1,65,0.01,0,78,31
2015/1/2,61,0.01,0,80,34
2015/1/3,56,0.01,0,79,43
2015/1/4,47,0.01,0,77,36
2015/1/5,50,0.02,0,71,39
2015/1/6,48,0.02,0,58,37
2015/1/7,63,0.02,0,87,20
2015/1/8,46,0.02,0,89,21
2015/1/9,71,0.02,0,87,28
2015/1/10,43,0.02,0,52,38
2015/1/11,66,0.02,0,90,47
2015/1/12,81,0.02,0,90,61
2015/1/13,82,0.02,0,88,59
2015/1/14,59,0.06,0,89,20
2015/1/15,22,0.06,0,56,12
2015/1/16,17,0.06,0,41,12
2015/1/17,30,0.06,0,74,7
2015/1/18,28,0.06,0,44,8
2015/1/19,52,0.06,0,89,35
2015/1/20,51,0.06,0,79,26
2015/1/21,77,0.06,0,83,66
2015/1/22,51,0.12,0,78,19
2015/1/23,53,0.12,0,73,27
2015/1/24,33,0.12,0,47,17
2015/1/25,40,0.12,0,48,29
2015/1/26,29,0.12,0,62,15
2015/1/27,33,0.12,0,66,12
2015/1/28,38,0.12,0,71,28
2015/1/29,71,0.12,0,84,44
2015/1/30,70,0.12,0,87,40
2015/1/31,76,0.14,0,90,37
2015/2/1,57,0.09,0,89,21
2015/2/2,44,0.09,0,61,30
2015/2/3,45,0.09,0,73,29
2015/2/4,81,0.09,0,90,46
2015/2/5,28,0.24,0,46,16
2015/2/6,18,0.24,0,22,13
2015/2/7,21,0.24,0,35,12
2015/2/8,28,0.24,0,41,12
2015/2/9,33,0.24,0,57,23
2015/2/10,55,0.29,0,90,23
2015/2/11,66,0.29,0,85,41
2015/2/12,35,0.29,0,86,15
2015/2/13,30,0.29,0,51,15
2015/2/14,22,0.29,0,45,10
2015/2/15,68,0.29,0,87,25
2015/2/16,80,0.29,0,86,64
2015/2/17,49,0.45,0,79,26
2015/2/18,33,0.46,0,51,24
2015/2/19,27,0.46,0,36,19
2015/2/20,56,0.46,0,84,27
2015/2/21,82,0.52,0,87,75
2015/2/22,75,0.52,0,79,72
2015/2/23,72,0.82,0,82,54
2015/2/24,62,0.82,0,80,31
2015/2/25,54,0.82,0,80,33
2015/2/26,74,0.82,0,82,63
2015/2/27,70,0.89,0,79,56
2015/2/28,70,0.89,0,81,45
2015/3/1,77,0.02,0,83,61
2015/3/2,66,0.16,0,87,31
2015/3/3,73,0.17,0,81,55
2015/3/4,62,0.17,0,80,23
2015/3/5,33,0.19,0,42,24
2015/3/6,30,0.19,0,51,20
2015/3/7,46,0.19,0,69,26
2015/3/8,57,0.19,0,81,35
2015/3/9,51,0.19,0,85,20
2015/3/10,38,0.19,0,68,17
2015/3/11,35,0.19,0,78,10
2015/3/12,28,0.19,0,68,15
2015/3/13,66,0.21,0,90,33
2015/3/14,47,0.21,0,87,15
2015/3/15,24,0.21,0,56,14
2015/3/16,30,0.21,0,70,10
2015/3/17,74,0.21,0,90,49
2015/3/18,58,0.21,0,88,28
2015/3/19,81,0.24,0,90,67
2015/3/20,56,0.29,0,89,14
2015/3/21,40,0.29,0,78,9
2015/3/22,34,0.29,0,65,10
2015/3/23,56,0.29,0,87,18
2015/3/24,42,0.29,0,86,20
2015/3/25,67,0.33,0,88,31
2015/3/26,36,0.33,0,47,26
2015/3/27,38,0.33,0,59,22
2015/3/28,29,0.33,0,65,13
2015/3/29,29,0.33,0,63,14
2015/3/30,22,0.33,0,66,9
2015/3/31,31,0.33,0,63,10
2015/4/1,30,0,0,56,19
2015/4/2,77,0,0,90,56
2015/4/3,76,0.24,0,88,32
2015/4/4,39,0.24,0,86,9
2015/4/5,26,0.24,0,62,8
2015/4/6,13,0.24,0,21,6
2015/4/7,39,0.24,0,78,10
2015/4/8,58,0.24,0,86,25
2015/4/9,48,0.24,0,69,27
2015/4/10,56,0.24,0,86,16
2015/4/11,46,0.24,0,84,11
2015/4/12,22,0.24,0,47,10
2015/4/13,34,0.24,0,65,14
2015/4/14,37,0.24,0,74,8
2015/4/15,59,0.29,0,84,30
2015/4/16,87,0.6,0,94,74
2015/4/17,92,1.07,0,96,73
2015/4/18,79,1.47,0,91,48
2015/4/19,65,1.62,0,92,28
2015/4/20,64,1.64,0,86,27
2015/4/21,58,1.65,0,89,21
2015/4/22,62,1.65,0,89,18
2015/4/23,44,1.66,0,79,14
2015/4/24,51,1.69,0,84,29
2015/4/25,52,1.77,0,88,26
2015/4/26,89,2.11,0,92,81
2015/4/27,84,2.11,0,92,69
2015/4/28,73,2.11,0,88,55
2015/4/29,50,2.12,0,92,14
2015/4/30,46,2.16,0,88,13
2015/5/15,51,0.27,0,64,41
2015/5/16,57,0.29,0,82,27
2015/5/17,53,0.29,0,83,24
2015/5/18,84,0.47,0,91,69
2015/5/19,91,1.19,0,93,87
2015/5/20,88,1.35,0,93,70
2015/5/21,79,1.35,0,93,56
2015/5/22,85,1.53,0,92,67
2015/5/23,80,1.64,0,92,55
2015/5/24,72,1.66,0,93,35
2015/5/25,71,1.8,0,92,24
2015/5/26,66,1.83,0,96,32
2015/5/27,52,1.83,0,80,27
2015/5/28,51,1.83,0,75,27
2015/5/29,62,1.89,0,89,35
2015/5/30,66,1.89,0,91,38
2015/5/31,49,1.89,0,89,15
2015/6/1,48,0.06,0,80,20
2015/6/2,40,0.06,0,86,12
2015/6/3,57,0.1,0,89,30
2015/6/4,58,0.1,0,92,11
2015/6/5,73,0.24,0,89,53
2015/6/6,61,0.24,0,91,30
2015/6/7,56,0.24,0,86,24
2015/6/8,59,0.24,0,93,26
2015/6/9,51,0.24,0,89,13
2015/6/10,69,0.27,0,88,45
2015/6/11,80,0.53,0,92,48
2015/6/12,75,0.55,0,94,49
2015/6/13,64,0.77,0,94,21
2015/6/14,63,0.86,0,90,20
2015/6/15,81,0.93,0,93,58
2015/6/16,74,1.03,0,92,36
2015/6/17,67,1.03,0,93,26
2015/6/18,67,1.03,0,92,41
2015/6/19,45,1.03,0,92,12
2015/6/20,47,1.03,0,76,25
2015/6/21,40,1.03,0,85,10
2015/6/22,41,1.03,0,73,14
2015/6/23,55,1.03,0,92,12
2015/6/24,54,1.04,0,79,16
2015/6/25,42,1.04,0,80,22
2015/6/26,70,1.06,0,91,49
2015/6/27,57,1.06,0,92,23
2015/6/28,63,1.21,0,89,20
2015/6/29,58,1.21,0,90,33
2015/6/30,59,1.3,0,89,16
2015/7/1,69,0.17,0,88,34
2015/7/2,75,0.69,0,93,46
2015/7/3,74,0.73,0,94,45
2015/7/4,60,0.89,0,92,19
2015/7/5,71,1.27,0,92,28
2015/7/6,91,1.54,0,93,84
2015/7/7,88,1.96,0,93,72
2015/7/8,89,2.3,0,95,70
2015/7/9,77,2.32,0,95,38
2015/7/10,50,2.38,0,91,22
2015/7/11,45,2.38,0,81,4
2015/7/12,40,2.38,0,73,15
2015/7/13,49,2.47,0,88,27
2015/7/14,63,2.92,0,91,33
2015/7/15,57,2.93,0,95,28
2015/7/16,39,2.93,0,64,27
2015/7/17,33,2.93,0,61,16
2015/7/18,58,2.93,0,85,26
2015/7/19,59,2.93,0,89,38
2015/7/20,54,2.93,0,88,27
2015/7/21,69,3.08,0,90,40
2015/7/22,51,3.08,0,88,24
2015/7/23,43,3.08,0,87,16
2015/7/24,40,3.08,0,68,20
2015/7/25,32,3.08,0,41,16
2015/7/26,34,3.08,0,77,9
2015/7/27,28,3.08,0,84,16
2015/7/28,26,3.08,0,40,15
2015/7/29,49,3.08,0,77,28
2015/7/30,44,3.08,0,83,11
2015/7/31,43,3.08,0,83,27
2015/8/1,47,0,0,86,13
2015/8/2,43,0.03,0,80,21
2015/8/3,51,0.05,0,85,22
2015/8/4,47,0.05,0,92,20
2015/8/5,41,0.05,0,77,14
2015/8/6,26,0.05,0,55,8
2015/8/7,33,0.05,0,53,16
2015/8/8,39,0.05,0,72,18
2015/8/9,39,0.05,0,73,16
2015/8/10,53,0.05,0,80,20
2015/8/11,65,0.2,0,85,30
2015/8/12,48,0.2,0,84,24
2015/8/13,56,0.67,0,83,23
2015/8/14,58,0.67,0,91,24
2015/8/15,47,0.7,0,84,16
2015/8/16,69,0.75,0,93,30
2015/8/17,74,0.93,0,91,32
2015/8/18,66,0.96,0,90,21
2015/8/19,72,1.03,0,94,48
2015/8/20,48,1.03,0,90,14
2015/8/21,36,1.03,0,77,10
2015/8/22,37,1.03,0,67,12
2015/8/23,56,1.03,0,89,24
2015/8/24,41,1.03,0,77,10
2015/8/25,37,1.03,0,73,10
2015/8/26,41,1.1,0,66,15
2015/8/27,48,1.1,0,74,34
2015/8/28,47,1.12,0,72,26
2015/8/29,49,1.12,0,88,17
2015/8/30,37,1.12,0,76,13
2015/8/31,42,1.12,0,77,22
2015/9/1,41,0,0,80,15
2015/9/2,29,0,0,45,16
2015/9/3,54,0.07,0,87,25
2015/9/4,41,0.07,0,72,18
2015/9/5,30,0.07,0,45,21
2015/9/6,32,0.07,0,53,15
2015/9/7,50,0.08,0,75,30
2015/9/8,38,0.08,0,85,8
2015/9/9,22,0.08,0,49,9
2015/9/10,30,0.08,0,63,9
2015/9/11,60,0.08,0,87,31
2015/9/12,49,0.08,0,89,12
2015/9/13,32,0.08,0,73,7
2015/9/14,29,0.08,0,54,13
2015/9/15,38,0.08,0,62,25
2015/9/16,39,0.09,0,80,20
2015/9/17,45,0.09,0,73,29
2015/9/18,50,0.12,0,87,15
2015/9/19,45,0.12,0,88,12
2015/9/20,26,0.12,0,57,9
2015/9/21,21,0.12,0,41,10
2015/9/22,44,0.12,0,75,16
2015/9/23,55,0.12,0,89,12
2015/9/24,45,0.12,0,79,18
2015/9/25,45,0.12,0,79,20
2015/9/26,41,0.12,0,83,11
2015/9/27,36,0.12,0,65,14
2015/9/28,53,0.12,0,78,18
2015/9/29,72,0.21,0,92,32
2015/9/30,62,0.21,0,93,23
2015/10/1,57,0,0,80,24
2015/10/2,76,0.02,0,92,39
2015/10/3,75,0.07,0,91,18
2015/10/4,85,0.12,0,94,55
2015/10/5,60,0.12,0,92,22
2015/10/6,77,0.3,0,92,49
2015/10/7,71,0.3,0,95,28
2015/10/8,66,0.31,0,93,21
2015/10/9,61,0.31,0,93,30
2015/10/10,22,0.31,0,30,13
2015/10/11,23,0.31,0,35,14
2015/10/12,15,0.31,0,23,8
2015/10/13,16,0.31,0,22,9
2015/10/14,18,0.31,0,36,9
2015/10/15,45,0.31,0,65,31
2015/10/16,50,0.31,0,89,15
2015/10/17,44,0.31,0,78,14
2015/10/18,46,0.31,0,67,28
2015/10/19,60,0.31,0,81,34
2015/10/20,50,0.33,0,83,22
2015/10/21,88,0.74,0,91,83
2015/10/22,89,1.25,0,92,86
